type,text
ham,thank baby  i cant wait taste real thing   
ham,you change fb jaykwon thuglyfe falconerf
ham,if win really 1 side long time 
spam,free message activate 500 free text messages replying message word free for terms & conditions  visit www 07781482378 com
ham,dear reached railway  what happen
ham,depends quality  if want type sent boye  faded glory  6  if want ralphs maybe 2
ham,i think i've fixed send test message 
ham,sorry man account's dry i would  want could trade back half i could buy shit credit card
spam,congrats  1 year special cinema pass 2 yours  call 09061209465 now  c suprman v  matrix3  starwars3  etc 4 free  bx420-ip4-5we  150pm  dont miss out 
ham,sorry in meeting i'll call later
ham,what class &lt;#&gt; reunion 
ham,are free now can call now 
ham,got meh    when 
ham,nope    think go monday    sorry replied late
ham,some told accenture confirm  is true 
ham,kate jackson rec center 7ish  right 
ham,dear reache room
ham,fighting world easy  u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose 
ham,when ü come out 
ham,check nuerologist 
ham,lolnice  i went fish   water  
spam,+123 congratulations - week's competition draw u £1450 prize claim call 09050002311 b4280703  t&cs/stop sms 08718727868  over 18 150ppm
ham,no waiting e car dat's bored wat  cos wait outside got nothing 2 do  at home stuff watch tv wat 
ham,maybe westshore hyde park village  place near house 
ham,you know now  so how's anthony  are bringing money  i've school fees pay rent stuff like that  thats need help  a friend need    |
ham,what's significance 
ham,your opinion me  1  over 2  jada 3  kusruthi 4  lovable 5  silent 6  spl character 7  not matured 8  stylish 9  simple pls reply  
ham,8 latest  g's still scrounge ammo want give new ak try
ham,prabha  i'm soryda  realy  frm heart i'm sory
ham,lol ok forgiven :)
ham,no  jst change tat only  
spam,you guaranteed latest nokia phone  40gb ipod mp3 player £500 prize  txt word: collect no: 83355  ibhltd ldnw15h 150p/mtmsgrcvd18+
ham,s:)no competition him 
spam,boltblue tones 150p reply poly# mono# eg poly3 1  cha cha slide 2  yeah 3  slow jamz 6  toxic 8  come with me stop 4 tones txt more
spam,your credits topped http://www bubbletext com your renewal pin tgxxrz
ham,that way transport less problematic sat night  by way  u want ask n join bday  feel free  but need know definite nos booking fri 
ham,usually person unconscious that's children adults may behave abnormally  i ll call
ham,but that's ebay might less elsewhere 
ham,shall come get pickle
ham,were gonna go get tacos
ham,that's rude  campus 
spam,urgent : your mobile no  awarded £2 000 bonus caller prize 02/09/03  this 2nd attempt contact you  call 0871-872-9755 box95qu
ham,hi b ard 4 christmas  but enjoy n merry x'mas 
spam,today's offer  claim ur £150 worth discount vouchers  text yes 85023 now  savamob  member offers mobile  t cs 08717898035  £3 00 sub  16   unsub reply x
ham,yes  how pretty lady like single 
spam,you recieve tone within next 24hrs  for terms conditions please see channel u teletext pg 750
ham,jay says double-faggot
spam,private  your 2003 account statement 07815296484 shows 800 un-redeemed s i m  points  call 08718738001 identifier code 41782 expires 18/11/04
ham,what today-sunday  sunday holiday  so work  
ham,gudnite    tc   practice going
ham,i'll late   
ham,i've called while  this hoping l8r malaria know miss guys  i miss bani big  pls give love especially  have great day 
ham,good afternoon  love  how goes day   i hope maybe got leads job  i think you  boytoy send passionate kiss across sea
ham,probably gonna while  see later tonight &lt;)
ham,or maybe fat fingers press buttons know do 
ham,ummmmmaah many many happy returns day dear sweet heart   happy birthday dear
ham,i tirupur da  started office call me 
spam,www applausestore com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop
ham,a famous quote : develop ability listen 'anything' unconditionally without losing temper self confidence  means           'married'
ham,but going college pa  what do  else ill come self  pa 
ham,4 oclock mine  just bash flat plan 
ham,this girl stay bed  this girl need recovery time  id rather pass fun cooped bed
ham,then special there 
ham,i know need get hotel now  i got invitation apologise  cali sweet come english bloke's weddin
ham,sorry took long  omw
ham,wait &lt;#&gt; min  
ham,ok give 5 minutes i think i see her  btw alibi  you cutting hair whole time 
ham,imagine finally get sink bath i put paces  maybe even eat i left     but also imagine feel cage cock surrounded bath water  reminding always owns     enjoy  cuck
ham,hurry up  i've weed-deficient like three days
ham,sure  i get acknowledgement astoundingly tactless generally faggy demand blood oath fo
ham,ok  every night take warm bath drink cup milk see work magic  you still need loose weight  just know
ham,i‘ll look frying pan case it‘s cheap book perhaps  no that‘s silly frying pan isn‘t likely book
ham,o  well uv causes mutations  sunscreen like essential thesedays
ham,having lunch:)you online why 
ham,i know friend already told that 
ham,hi princess  thank pics  you pretty  how you 
ham,aiyo    u always c ex one    i dunno abt mei  reply    first time u reply fast    y lucky workin huh  got bao ur sugardad ah   gee  
ham,hi msg me:)i'm office  
ham,thanx 4 e brownie v nice   
ham,geeeee     i love much i barely stand
spam,gent  we trying contact you  last weekends draw shows £1000 prize guaranteed  call 09064012160  claim code k52  valid 12hrs only  150ppm
ham,fuck babe     i miss already  know   can't let send money towards net   i need     i want     i crave    
ham,ill call u 2mrw ninish  address icky american freek wont stop callin 2 bad jen k eh 
ham,oooh bed ridden ey  what you thinking of 
ham,so anyways  go gym whatever  love *smiles* i hope ok good day babe     i miss much already
ham,love it  daddy make scream pleasure  i going slap ass dick 
ham,wot u wanna do then missy 
ham,yar lor wait 4 mum 2 finish sch lunch lor    i whole morning stay home clean room room quite clean    hee   
ham,do know lab goggles went
ham,can open door 
ham,waiting call 
ham,nope waiting sch 4 daddy   
spam,you  1 000 cash  2 000 prize  to claim  call09050000327
ham,i'm tired arguing week week  do want on  i'll same 
ham,ü wait 4 sch finish ard 5  
spam,mobile number £5000  claim calls us back ring claims hot line 09050005321 
ham,arngd marriage u r walkin unfortuntly snake bites u  bt love marriage dancing frnt snake &amp; sayin bite me  bite me 
ham,huh early   then ü dinner outside izzit 
ham,ok anyway need change said
spam,we tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
ham,ex-wife able kids  do want kids one day 
ham,so how's scotland  hope showing jjc tendencies  take care  live dream
ham,tell u headache want use 1 hour sick time 
ham,i dun thk i'll quit yet    hmmm  go jazz   yogasana oso can    we go meet em lessons den   
ham,"""pete please ring meive hardly gotany credit"""
ham,ya srsly better yi tho
ham,i'm meeting  call later
spam,for ur chance win £250 wkly shopping spree txt: shop 80878  t's&c's www txt-2-shop com custcare 08715705022  1x150p/wk
spam,you specially selected receive 2000 pound award  call 08712402050 before lines close  cost 10ppm  16+  t&cs apply  ag promo
spam,private  your 2003 account statement 07753741225 shows 800 un-redeemed s  i  m  points  call 08715203677 identifier code: 42478 expires 24/10/04
ham,you still grand prix 
ham,i met stranger choose friend  as long world stands  friendship never ends  lets friends forever    gud nitz   
ham,i great  how you 
ham,gud mrng dear nice day
spam,you important customer service announcement  call freephone 0800 542 0825 now 
ham,will do  was exhausted train morning  too much wine pie  you sleep well
ham,i'm going buy mum's present ar 
ham,mind blastin   no tsunamis occur on   rajnikant stopped swimming indian ocean  :-d
ham,if u sending home first ok lor  i'm ready yet 
ham,speaking cash yet 
ham,be happy there  i come noon
ham,meet lunch la   
ham,take care n get well soon
spam,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris free roses 2 all ladies     info: 07946746291/07880867867
ham,i meant say cant wait see u getting bored bridgwater banter
ham,neva mind ok  
ham,it's fine  imma get drink somethin  want come find you 
spam,22 days kick off  for euro2004 u kept date latest news results daily  to removed send get txt stop 83222
ham,its valentine game      send dis msg ur friends     if 5 answers r someone really loves u  ques- colour suits best rply
ham,i many dependents
ham,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon c
ham,i called said him:)then choose future 
ham,"""happy valentines day"" i know early hundreds handsomes beauties wish  so thought finish aunties uncles 1st   "
ham,he like v shock leh  cos telling shuhui like telling leona also  like dat almost know liao  he got ask abt ur reaction lor 
ham,for family happiness  
ham,i come n pick ü up    come immediately aft ur lesson   
ham,let snow  let snow  this kind weather brings ppl together friendships grow 
ham,dear got &lt;#&gt; dollars hi hi
ham,good words     but words may leave u dismay many times 
ham,make sure alex knows his birthday is over in fifteen minutes as far as you're concerned
ham,sorry  no  got things do  may pub later 
ham,nah straight  bring bud drinks something that's actually little useful straight cash
ham,haha good hear  i'm officially paid market 8th
ham,how many licks take get center tootsie pop 
ham,yup thk r e teacher said make face look longer  darren ask 2 cut short 
spam,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddy com  txt one name 89693
spam,todays vodafone numbers ending 4882 selected receive £350 award  if number matches call 09064019014 receive £350 award 
ham,please dont say like that  hi hi hi
ham,thank u 
ham,oh forwarded message  i thought send
ham,got it  seventeen pounds seven hundred ml – hope ok 
spam,dear voucher holder  2 claim weeks offer  pc go http://www e-tlp co uk/expressoffer ts&cs apply 2 stop texts txt stop 80062 
ham,me n funny   
ham,sweetheart  hope kind day  have one loads reasons smile  biola
ham,when ü login dat time    dad fetching ü home now 
ham,what shower  baby 
ham,i askd u question hours before  its answer
ham,well imma definitely need restock thanksgiving  i'll let know i'm
ham,said kiss  kiss  can't sound effects  he gorgeous man he  kind person needs smile brighten day 
ham,probably gonna swing wee bit
ham,ya nice     be ready thursday
ham,allo  we braved buses taken trains triumphed  i mean we‘re b‘ham  have jolly good rest week
ham,watching cartoon  listening music &amp; eve go temple &amp; church   what u 
ham,do mind i ask happened  you dont say uncomfortable 
spam,private  your 2003 account statement shows 800 un-redeemed s  i  m  points  call 08715203694 identifier code: 40533 expires 31/10/04
ham,no prob  i send email 
spam,you  1 000 cash  2 000 prize  to claim  call09050000327  t&c: rstm  sw7 3ss  150ppm
